YearStart,YearEnd,LocationAbbr,Topic,Question,DataValue,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1
2014,2014,VA,Disability,Disability among adults aged >= 65 years,33.5,,32.6,34.4,Gender,Male
2017,2017,CA,Disability,Disability among adults aged >= 65 years,33.7,,33.3,34.1,Race/Ethnicity,"White, non-Hispanic"
2010,2010,OR,Disability,Disability among adults aged >= 65 years,43.5,,35.0,51.9,Race/Ethnicity,Hispanic
2018,2018,MT,Disability,Disability among adults aged >= 65 years,35.4,,33.1,37.6,Gender,Male
2012,2012,OK,Disability,Disability among adults aged >= 65 years,39.4,,38.4,40.4,Gender,Female
2018,2018,NC,Disability,Disability among adults aged >= 65 years,35.2,,34.3,36.0,Gender,Male
2018,2018,WV,Disability,Disability among adults aged >= 65 years,41.2,,39.8,42.5,Race/Ethnicity,"White, non-Hispanic"
2018,2018,AL,Disability,Disability among adults aged >= 65 years,39.1,,38.0,40.2,Gender,Female
2012,2012,SD,Disability,Disability among adults aged >= 65 years,32.4,,30.4,34.4,Gender,Female
2010,2010,IL,Disability,Disability among adults aged >= 65 years,35.1,,34.6,35.6,Overall,Overall
2012,2012,KS,Disability,Disability among adults aged >= 65 years,34.8,,33.8,35.8,Race/Ethnicity,"White, non-Hispanic"
2017,2017,NH,Disability,Disability among adults aged >= 65 years,32.4,,30.7,34.1,Overall,Overall
2011,2011,IN,Disability,Disability among adults aged >= 65 years,23.3,,15.3,31.3,Race/Ethnicity,"Asian, non-Hispanic"
2013,2013,VA,Disability,Disability among adults aged >= 65 years,36.7,,34.8,38.6,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,SD,Disability,Disability among adults aged >= 65 years,34.5,,32.7,36.3,Race/Ethnicity,"White, non-Hispanic"
2019,2019,NY,Disability,Disability among adults aged >= 65 years,39.5,,38.0,41.0,Race/Ethnicity,Hispanic
2016,2016,AK,Disability,Disability among adults aged >= 65 years,39.6,,35.0,44.2,Gender,Male
2010,2010,MD,Disability,Disability among adults aged >= 65 years,29.4,,24.1,34.8,Race/Ethnicity,Hispanic
2018,2018,SC,Disability,Disability among adults aged >= 65 years,34.9,,33.7,36.1,Gender,Male
2011,2011,FL,Disability,Disability among adults aged >= 65 years,33.7,,32.9,34.4,Gender,Male
2018,2018,KS,Disability,Disability among adults aged >= 65 years,36.0,,34.9,37.0,Race/Ethnicity,"White, non-Hispanic"
2015,2015,WA,Disability,Disability among adults aged >= 65 years,31.6,,28.8,34.4,Race/Ethnicity,"Asian, non-Hispanic"
2013,2013,DC,Disability,Disability among adults aged >= 65 years,27.9,,24.5,31.3,Gender,Male
2019,2019,NY,Disability,Disability among adults aged >= 65 years,31.5,,31.1,31.9,Overall,Overall
2012,2012,MN,Disability,Disability among adults aged >= 65 years,46.5,,39.8,53.2,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,IA,Disability,Disability among adults aged >= 65 years,31.3,,30.2,32.3,Gender,Female
2015,2015,MI,Disability,Disability among adults aged >= 65 years,34.7,,34.1,35.4,Gender,Male
2017,2017,NM,Disability,Disability among adults aged >= 65 years,34.3,,32.9,35.7,Race/Ethnicity,"White, non-Hispanic"
2010,2010,AK,Disability,Disability among adults aged >= 65 years,39.2,,36.0,42.4,Overall,Overall
2013,2013,CA,Disability,Disability among adults aged >= 65 years,35.7,,35.2,36.2,Race/Ethnicity,"White, non-Hispanic"
2019,2019,FL,Disability,Disability among adults aged >= 65 years,34.3,,33.1,35.4,Race/Ethnicity,Hispanic
2013,2013,TN,Disability,Disability among adults aged >= 65 years,45.0,,42.5,47.5,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,WI,Disability,Disability among adults aged >= 65 years,30.8,,30.1,31.5,Overall,Overall
2011,2011,OH,Disability,Disability among adults aged >= 65 years,36.3,,35.8,36.8,Overall,Overall
2018,2018,VA,Disability,Disability among adults aged >= 65 years,29.5,,25.9,33.2,Race/Ethnicity,Hispanic
2012,2012,WV,Disability,Disability among adults aged >= 65 years,43.4,,42.0,44.8,Overall,Overall
2013,2013,SC,Disability,Disability among adults aged >= 65 years,22.8,,14.5,31.0,Race/Ethnicity,Hispanic
2016,2016,AZ,Disability,Disability among adults aged >= 65 years,50.7,,46.6,54.8,Race/Ethnicity,American Indian or Alaska Native
2011,2011,MS,Disability,Disability among adults aged >= 65 years,47.0,,45.4,48.6,Gender,Female
2014,2014,NM,Disability,Disability among adults aged >= 65 years,40.7,,39.5,41.9,Overall,Overall
2017,2017,KY,Disability,Disability among adults aged >= 65 years,40.6,,39.7,41.5,Race/Ethnicity,"White, non-Hispanic"
2014,2014,IN,Disability,Disability among adults aged >= 65 years,21.3,,13.6,29.0,Race/Ethnicity,"Asian, non-Hispanic"
2013,2013,OH,Disability,Disability among adults aged >= 65 years,38.9,,32.5,45.4,Race/Ethnicity,Hispanic
2015,2015,NE,Disability,Disability among adults aged >= 65 years,47.5,,38.6,56.4,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,PA,Disability,Disability among adults aged >= 65 years,41.6,,39.4,43.8,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,UT,Disability,Disability among adults aged >= 65 years,33.0,,31.8,34.2,Race/Ethnicity,"White, non-Hispanic"
2014,2014,FL,Disability,Disability among adults aged >= 65 years,35.8,,34.5,37.1,Race/Ethnicity,Hispanic
2019,2019,NJ,Disability,Disability among adults aged >= 65 years,33.5,,31.4,35.6,Race/Ethnicity,Hispanic
2012,2012,GA,Disability,Disability among adults aged >= 65 years,36.5,,35.4,37.6,Gender,Male
2018,2018,MA,Disability,Disability among adults aged >= 65 years,31.2,,30.5,31.9,Overall,Overall
2011,2011,DC,Disability,Disability among adults aged >= 65 years,41.1,,37.4,44.9,Gender,Female
2014,2014,WA,Disability,Disability among adults aged >= 65 years,37.8,,33.2,42.3,Race/Ethnicity,Hispanic
2019,2019,NE,Disability,Disability among adults aged >= 65 years,32.0,,30.8,33.2,Race/Ethnicity,"White, non-Hispanic"
2010,2010,KY,Disability,Disability among adults aged >= 65 years,36.1,,22.4,49.7,Race/Ethnicity,Hispanic
2018,2018,MN,Disability,Disability among adults aged >= 65 years,30.9,,30.3,31.5,Overall,Overall
2019,2019,DE,Disability,Disability among adults aged >= 65 years,31.0,,27.7,34.3,Gender,Female
2012,2012,IL,Disability,Disability among adults aged >= 65 years,36.7,,36.0,37.3,Gender,Female
2014,2014,GA,Disability,Disability among adults aged >= 65 years,35.5,,29.3,41.6,Race/Ethnicity,Hispanic
2017,2017,OH,Disability,Disability among adults aged >= 65 years,33.7,,33.2,34.2,Race/Ethnicity,"White, non-Hispanic"
2015,2015,WY,Disability,Disability among adults aged >= 65 years,46.5,,24.6,68.3,Race/Ethnicity,Hispanic
2013,2013,CO,Disability,Disability among adults aged >= 65 years,43.9,,40.5,47.4,Race/Ethnicity,Hispanic
2011,2011,ME,Disability,Disability among adults aged >= 65 years,37.1,,35.8,38.4,Overall,Overall
2011,2011,OK,Disability,Disability among adults aged >= 65 years,42.2,,41.2,43.2,Overall,Overall
2019,2019,US,Disability,Disability among adults aged >= 65 years,36.5,,36.0,37.0,Race/Ethnicity,Hispanic
2016,2016,WA,Disability,Disability among adults aged >= 65 years,35.8,,34.8,36.8,Gender,Female
2011,2011,MA,Disability,Disability among adults aged >= 65 years,34.1,,33.4,34.8,Overall,Overall
2010,2010,PA,Disability,Disability among adults aged >= 65 years,35.4,,34.9,35.9,Race/Ethnicity,"White, non-Hispanic"
2011,2011,LA,Disability,Disability among adults aged >= 65 years,35.6,,24.3,46.9,Race/Ethnicity,"Asian, non-Hispanic"
2018,2018,WA,Disability,Disability among adults aged >= 65 years,34.1,,33.4,34.7,Race/Ethnicity,"White, non-Hispanic"
2015,2015,CO,Disability,Disability among adults aged >= 65 years,29.2,,23.0,35.4,Race/Ethnicity,"Asian, non-Hispanic"
2019,2019,MS,Disability,Disability among adults aged >= 65 years,39.9,,38.3,41.4,Race/Ethnicity,"White, non-Hispanic"
2013,2013,US,Disability,Disability among adults aged >= 65 years,35.5,,35.4,35.6,Race/Ethnicity,"White, non-Hispanic"
2014,2014,NY,Disability,Disability among adults aged >= 65 years,29.7,,27.9,31.5,Race/Ethnicity,"Asian, non-Hispanic"
2017,2017,PR,Disability,Disability among adults aged >= 65 years,44.8,,41.3,48.3,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,FL,Disability,Disability among adults aged >= 65 years,28.3,,24.3,32.3,Race/Ethnicity,"Asian, non-Hispanic"
2012,2012,MO,Disability,Disability among adults aged >= 65 years,38.5,,37.3,39.8,Gender,Male
2013,2013,MD,Disability,Disability among adults aged >= 65 years,30.0,,26.2,33.8,Race/Ethnicity,"Asian, non-Hispanic"
2018,2018,MI,Disability,Disability among adults aged >= 65 years,33.9,,33.3,34.5,Gender,Female
2016,2016,IA,Disability,Disability among adults aged >= 65 years,30.8,,29.5,32.1,Gender,Female
2017,2017,SD,Disability,Disability among adults aged >= 65 years,31.1,,29.2,33.0,Race/Ethnicity,"White, non-Hispanic"
2013,2013,OH,Disability,Disability among adults aged >= 65 years,34.6,,34.0,35.2,Race/Ethnicity,"White, non-Hispanic"
2019,2019,TN,Disability,Disability among adults aged >= 65 years,38.4,,36.6,40.1,Gender,Male
2015,2015,NC,Disability,Disability among adults aged >= 65 years,36.5,,35.9,37.1,Overall,Overall
2019,2019,CT,Disability,Disability among adults aged >= 65 years,30.4,,28.8,32.1,Gender,Female
2012,2012,KS,Disability,Disability among adults aged >= 65 years,34.4,,33.1,35.6,Gender,Female
2013,2013,UT,Disability,Disability among adults aged >= 65 years,35.8,,34.4,37.2,Race/Ethnicity,"White, non-Hispanic"
2012,2012,US,Disability,Disability among adults aged >= 65 years,31.3,,30.8,31.8,Race/Ethnicity,"Asian, non-Hispanic"
2018,2018,FL,Disability,Disability among adults aged >= 65 years,31.9,,31.5,32.3,Race/Ethnicity,"White, non-Hispanic"
2015,2015,LA,Disability,Disability among adults aged >= 65 years,27.3,,18.2,36.4,Race/Ethnicity,"Asian, non-Hispanic"
2019,2019,MD,Disability,Disability among adults aged >= 65 years,32.2,,30.8,33.6,Gender,Female
2015,2015,IN,Disability,Disability among adults aged >= 65 years,37.8,,37.1,38.5,Overall,Overall
2014,2014,US,Disability,Disability among adults aged >= 65 years,50.7,,49.3,52.1,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,TN,Disability,Disability among adults aged >= 65 years,40.7,,39.8,41.6,Overall,Overall
2012,2012,CA,Disability,Disability among adults aged >= 65 years,53.1,,48.2,58.0,Race/Ethnicity,American Indian or Alaska Native
2019,2019,TX,Disability,Disability among adults aged >= 65 years,39.5,,38.4,40.6,Race/Ethnicity,Hispanic
2015,2015,MN,Disability,Disability among adults aged >= 65 years,32.0,,31.4,32.6,Overall,Overall
2015,2015,FL,Disability,Disability among adults aged >= 65 years,28.4,,25.4,31.4,Race/Ethnicity,"Asian, non-Hispanic"
2010,2010,IA,Disability,Disability among adults aged >= 65 years,29.5,,15.2,43.8,Race/Ethnicity,Hispanic
2017,2017,OK,Disability,Disability among adults aged >= 65 years,41.0,,40.0,42.0,Race/Ethnicity,"White, non-Hispanic"
2019,2019,ME,Disability,Disability among adults aged >= 65 years,30.9,,28.6,33.2,Gender,Female
2018,2018,KY,Disability,Disability among adults aged >= 65 years,39.8,,38.5,41.1,Gender,Male
2016,2016,MA,Disability,Disability among adults aged >= 65 years,36.7,,33.0,40.4,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,KS,Disability,Disability among adults aged >= 65 years,34.6,,33.4,35.8,Gender,Female
2018,2018,WI,Disability,Disability among adults aged >= 65 years,30.0,,29.3,30.6,Race/Ethnicity,"White, non-Hispanic"
2014,2014,NC,Disability,Disability among adults aged >= 65 years,37.6,,36.9,38.4,Gender,Female
2015,2015,TX,Disability,Disability among adults aged >= 65 years,42.9,,41.8,44.0,Race/Ethnicity,Hispanic
2016,2016,VA,Disability,Disability among adults aged >= 65 years,36.8,,35.1,38.5,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,NM,Disability,Disability among adults aged >= 65 years,41.6,,39.8,43.5,Gender,Male
2013,2013,AZ,Disability,Disability among adults aged >= 65 years,34.4,,33.2,35.6,Gender,Male
2017,2017,WY,Disability,Disability among adults aged >= 65 years,41.4,,36.9,45.9,Gender,Male
2012,2012,ND,Disability,Disability among adults aged >= 65 years,31.8,,29.6,34.0,Gender,Female
2012,2012,AZ,Disability,Disability among adults aged >= 65 years,32.1,,31.3,32.9,Race/Ethnicity,"White, non-Hispanic"
2013,2013,OK,Disability,Disability among adults aged >= 65 years,42.2,,41.2,43.2,Race/Ethnicity,"White, non-Hispanic"
2015,2015,KY,Disability,Disability among adults aged >= 65 years,40.7,,39.8,41.6,Overall,Overall
2018,2018,SD,Disability,Disability among adults aged >= 65 years,30.7,,28.7,32.7,Race/Ethnicity,"White, non-Hispanic"
2012,2012,WI,Disability,Disability among adults aged >= 65 years,27.9,,18.4,37.4,Race/Ethnicity,"Asian, non-Hispanic"
2017,2017,ID,Disability,Disability among adults aged >= 65 years,39.9,,37.8,42.1,Gender,Male
2014,2014,NC,Disability,Disability among adults aged >= 65 years,37.1,,36.6,37.6,Overall,Overall
2010,2010,NM,Disability,Disability among adults aged >= 65 years,41.4,,39.7,43.1,Overall,Overall
2015,2015,MS,Disability,Disability among adults aged >= 65 years,44.0,,42.5,45.4,Gender,Female
2010,2010,IN,Disability,Disability among adults aged >= 65 years,37.4,,32.0,42.7,Race/Ethnicity,Hispanic
2016,2016,NE,Disability,Disability among adults aged >= 65 years,34.0,,33.0,35.0,Race/Ethnicity,"White, non-Hispanic"
2011,2011,SC,Disability,Disability among adults aged >= 65 years,35.3,,34.0,36.6,Gender,Male
2019,2019,AZ,Disability,Disability among adults aged >= 65 years,37.5,,35.3,39.7,Race/Ethnicity,Hispanic
2011,2011,MT,Disability,Disability among adults aged >= 65 years,39.5,,37.1,41.9,Gender,Male
2015,2015,MI,Disability,Disability among adults aged >= 65 years,34.4,,33.9,34.9,Race/Ethnicity,"White, non-Hispanic"
2015,2015,TN,Disability,Disability among adults aged >= 65 years,33.7,,26.6,40.8,Race/Ethnicity,"Asian, non-Hispanic"
2013,2013,OR,Disability,Disability among adults aged >= 65 years,37.9,,37.0,38.8,Overall,Overall
2019,2019,PR,Disability,Disability among adults aged >= 65 years,48.0,,46.8,49.1,Race/Ethnicity,Hispanic
2014,2014,MO,Disability,Disability among adults aged >= 65 years,35.1,,25.3,44.9,Race/Ethnicity,Hispanic
2011,2011,CO,Disability,Disability among adults aged >= 65 years,33.5,,32.3,34.7,Gender,Male
2017,2017,KS,Disability,Disability among adults aged >= 65 years,35.9,,34.7,37.1,Overall,Overall
2017,2017,KY,Disability,Disability among adults aged >= 65 years,39.4,,38.4,40.5,Gender,Female
2012,2012,RI,Disability,Disability among adults aged >= 65 years,35.3,,32.9,37.7,Gender,Female
2018,2018,NC,Disability,Disability among adults aged >= 65 years,36.6,,31.3,41.9,Race/Ethnicity,Hispanic
2010,2010,AL,Disability,Disability among adults aged >= 65 years,44.1,,43.1,45.1,Overall,Overall
2014,2014,MI,Disability,Disability among adults aged >= 65 years,43.5,,38.5,48.5,Race/Ethnicity,Hispanic
2014,2014,DE,Disability,Disability among adults aged >= 65 years,30.4,,29.0,31.8,Overall,Overall
2016,2016,US,Disability,Disability among adults aged >= 65 years,30.4,,29.9,30.9,Race/Ethnicity,"Asian, non-Hispanic"
2016,2016,HI,Disability,Disability among adults aged >= 65 years,34.3,,33.0,35.6,Overall,Overall
2011,2011,TN,Disability,Disability among adults aged >= 65 years,30.1,,20.9,39.3,Race/Ethnicity,"Asian, non-Hispanic"
2012,2012,FL,Disability,Disability among adults aged >= 65 years,32.6,,32.1,33.1,Race/Ethnicity,"White, non-Hispanic"
2011,2011,MS,Disability,Disability among adults aged >= 65 years,44.5,,42.8,46.2,Race/Ethnicity,"White, non-Hispanic"
2016,2016,DE,Disability,Disability among adults aged >= 65 years,29.6,,27.8,31.4,Race/Ethnicity,"White, non-Hispanic"
2016,2016,MT,Disability,Disability among adults aged >= 65 years,45.3,,38.2,52.4,Race/Ethnicity,American Indian or Alaska Native
2015,2015,PA,Disability,Disability among adults aged >= 65 years,35.2,,34.6,35.8,Gender,Female
2016,2016,RI,Disability,Disability among adults aged >= 65 years,33.3,,30.8,35.9,Gender,Female
2019,2019,LA,Disability,Disability among adults aged >= 65 years,37.8,,35.8,39.8,Gender,Female
2013,2013,AK,Disability,Disability among adults aged >= 65 years,42.7,,38.7,46.7,Gender,Male
2015,2015,CA,Disability,Disability among adults aged >= 65 years,35.3,,35.0,35.6,Overall,Overall
2013,2013,DE,Disability,Disability among adults aged >= 65 years,31.0,,28.5,33.4,Gender,Male
2011,2011,CT,Disability,Disability among adults aged >= 65 years,33.8,,32.5,35.1,Gender,Female
2019,2019,MN,Disability,Disability among adults aged >= 65 years,28.5,,27.9,29.1,Race/Ethnicity,"White, non-Hispanic"
2017,2017,VA,Disability,Disability among adults aged >= 65 years,32.0,,30.9,33.0,Gender,Male
2012,2012,NE,Disability,Disability among adults aged >= 65 years,33.7,,32.7,34.7,Race/Ethnicity,"White, non-Hispanic"
2014,2014,HI,Disability,Disability among adults aged >= 65 years,34.7,,32.6,36.9,Gender,Male
2018,2018,OK,Disability,Disability among adults aged >= 65 years,42.3,,41.4,43.3,Race/Ethnicity,"White, non-Hispanic"
2019,2019,NH,Disability,Disability among adults aged >= 65 years,30.5,,28.9,32.0,Race/Ethnicity,"White, non-Hispanic"
2013,2013,NJ,Disability,Disability among adults aged >= 65 years,37.1,,34.6,39.5,Race/Ethnicity,Hispanic
2015,2015,WA,Disability,Disability among adults aged >= 65 years,33.7,,28.7,38.7,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,IL,Disability,Disability among adults aged >= 65 years,42.5,,40.9,44.1,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,AR,Disability,Disability among adults aged >= 65 years,43.4,,41.6,45.3,Gender,Male
2012,2012,AZ,Disability,Disability among adults aged >= 65 years,37.9,,32.5,43.3,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,MT,Disability,Disability among adults aged >= 65 years,33.3,,12.3,54.3,Race/Ethnicity,Hispanic
2019,2019,MO,Disability,Disability among adults aged >= 65 years,35.3,,34.5,36.2,Race/Ethnicity,"White, non-Hispanic"
2014,2014,FL,Disability,Disability among adults aged >= 65 years,34.3,,33.8,34.8,Gender,Female
2017,2017,UT,Disability,Disability among adults aged >= 65 years,34.2,,32.6,35.9,Gender,Male
2015,2015,AR,Disability,Disability among adults aged >= 65 years,42.4,,40.8,44.0,Gender,Male
2016,2016,AL,Disability,Disability among adults aged >= 65 years,45.3,,43.4,47.2,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,DC,Disability,Disability among adults aged >= 65 years,21.3,,17.5,25.1,Race/Ethnicity,"White, non-Hispanic"
2011,2011,NM,Disability,Disability among adults aged >= 65 years,40.3,,38.8,41.8,Overall,Overall
2016,2016,TX,Disability,Disability among adults aged >= 65 years,38.6,,37.9,39.2,Gender,Male
2012,2012,AL,Disability,Disability among adults aged >= 65 years,43.4,,42.2,44.6,Gender,Female
2012,2012,ME,Disability,Disability among adults aged >= 65 years,35.3,,34.0,36.6,Race/Ethnicity,"White, non-Hispanic"
2015,2015,ND,Disability,Disability among adults aged >= 65 years,35.9,,34.1,37.7,Overall,Overall
2015,2015,OK,Disability,Disability among adults aged >= 65 years,41.3,,40.5,42.1,Overall,Overall
