YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3,OriginalDataValue
2012,2012,WV,West Virginia,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-80.71264013499967 38.66551020200046),,54,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 4 - State had mixed alcohol retail licensing policies
2020,2020,OK,Oklahoma,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 3 - State had exclusive state alcohol retail licensing but with local zoning authority
2012,2012,MT,Montana,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-109.42442064499971 47.06652897200047),,30,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 3 - State had exclusive state alcohol retail licensing but with local zoning authority
2014,2014,MO,Missouri,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-92.56630005299968 38.635790776000476),,29,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 4 - State had mixed alcohol retail licensing policies
2014,2014,AR,Arkansas,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,5,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 2 - State had joint local and state alcohol retail licensing
2012,2012,IA,Iowa,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-93.81649055599968 42.46940091300047),,19,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 3 - State had exclusive state alcohol retail licensing but with local zoning authority
2020,2020,NJ,New Jersey,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 1 - State had exclusive local alcohol retail licensing
2014,2014,NV,Nevada,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 1 - State had exclusive local alcohol retail licensing
2014,2014,NE,Nebraska,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-99.36572062299967 41.6410409880005),,31,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 3 - State had exclusive state alcohol retail licensing but with local zoning authority
2012,2012,ME,Maine,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),,23,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 4 - State had mixed alcohol retail licensing policies
2020,2020,WA,Washington,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-120.47001078999972 47.52227862900048),,53,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 6 - State had exclusive state alcohol retail licensing
2012,2012,OH,Ohio,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 3 - State had exclusive state alcohol retail licensing but with local zoning authority
2014,2014,SD,South Dakota,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),,46,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 1 - State had exclusive local alcohol retail licensing
2012,2012,TX,Texas,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-99.42677020599967 31.827240407000488),,48,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 4 - State had mixed alcohol retail licensing policies
2012,2012,AL,Alabama,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,1,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 4 - State had mixed alcohol retail licensing policies
2020,2020,MS,Mississippi,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-89.53803082499968 32.745510099000455),,28,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 4 - State had mixed alcohol retail licensing policies
2012,2012,WY,Wyoming,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-108.10983035299967 43.23554134300048),,56,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 1 - State had exclusive local alcohol retail licensing
2014,2014,OK,Oklahoma,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 3 - State had exclusive state alcohol retail licensing but with local zoning authority
2012,2012,RI,Rhode Island,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 1 - State had exclusive local alcohol retail licensing
2014,2014,VA,Virginia,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-78.45789046299967 37.54268067400045),,51,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 3 - State had exclusive state alcohol retail licensing but with local zoning authority
2012,2012,IN,Indiana,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 3 - State had exclusive state alcohol retail licensing but with local zoning authority
2012,2012,MD,Maryland,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 3 - State had exclusive state alcohol retail licensing but with local zoning authority
2012,2012,CT,Connecticut,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,9,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 3 - State had exclusive state alcohol retail licensing but with local zoning authority
2012,2012,VT,Vermont,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-72.51764079099962 43.62538123900049),,50,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 4 - State had mixed alcohol retail licensing policies
2020,2020,NH,New Hampshire,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 6 - State had exclusive state alcohol retail licensing
2020,2020,IN,Indiana,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 3 - State had exclusive state alcohol retail licensing but with local zoning authority
2014,2014,ME,Maine,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),,23,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 4 - State had mixed alcohol retail licensing policies
2014,2014,CO,Colorado,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,8,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 2 - State had joint local and state alcohol retail licensing
2014,2014,SC,South Carolina,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-81.04537120699968 33.998821303000454),,45,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 3 - State had exclusive state alcohol retail licensing but with local zoning authority
2014,2014,GA,Georgia,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),,13,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 2 - State had joint local and state alcohol retail licensing
2014,2014,WA,Washington,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-120.47001078999972 47.52227862900048),,53,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 6 - State had exclusive state alcohol retail licensing
2020,2020,AZ,Arizona,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,4,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 6 - State had exclusive state alcohol retail licensing
2012,2012,MN,Minnesota,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-94.79420050299967 46.35564873600049),,27,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 1 - State had exclusive local alcohol retail licensing
2020,2020,UT,Utah,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-111.58713063499971 39.360700171000474),,49,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 2 - State had joint local and state alcohol retail licensing
2014,2014,ID,Idaho,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 2 - State had joint local and state alcohol retail licensing
2012,2012,NM,New Mexico,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 3 - State had exclusive state alcohol retail licensing but with local zoning authority
2012,2012,ND,North Dakota,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-100.11842104899966 47.47531977900047),,38,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 2 - State had joint local and state alcohol retail licensing
2020,2020,NV,Nevada,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 1 - State had exclusive local alcohol retail licensing
2014,2014,IA,Iowa,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-93.81649055599968 42.46940091300047),,19,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 3 - State had exclusive state alcohol retail licensing but with local zoning authority
2020,2020,DE,Delaware,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 6 - State had exclusive state alcohol retail licensing
2020,2020,WI,Wisconsin,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-89.81637074199966 44.39319117400049),,55,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 1 - State had exclusive local alcohol retail licensing
2014,2014,KY,Kentucky,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 6 - State had exclusive state alcohol retail licensing
2012,2012,OR,Oregon,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 5 - State had nearly exclusive state alcohol retail licensing
2020,2020,AR,Arkansas,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,5,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 2 - State had joint local and state alcohol retail licensing
2012,2012,MO,Missouri,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-92.56630005299968 38.635790776000476),,29,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 4 - State had mixed alcohol retail licensing policies
2020,2020,PA,Pennsylvania,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 3 - State had exclusive state alcohol retail licensing but with local zoning authority
2014,2014,LA,Louisiana,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 2 - State had joint local and state alcohol retail licensing
2014,2014,MT,Montana,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-109.42442064499971 47.06652897200047),,30,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 3 - State had exclusive state alcohol retail licensing but with local zoning authority
2014,2014,VT,Vermont,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,,,,,,,Overall,Overall,,,,,POINT (-72.51764079099962 43.62538123900049),,50,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR,,,,,Category 4 - State had mixed alcohol retail licensing policies
